date,circulating,bridgedTo,bridgedTo_bridges_not-found_not-found_amount,minted,chain,peg_type,bridgedTo_bridges_not-found_ethereum_amount
2024-02-13,27564.0,27564.0,27564.0,,Optimism,peggedUSD,
2024-02-14,994026.0,994026.0,994026.0,,Optimism,peggedUSD,
2024-02-15,1755450.0,1755450.0,1755450.0,,Optimism,peggedUSD,
2024-02-16,1755450.0,1755450.0,1755450.0,,Optimism,peggedUSD,
2024-02-17,2005702.0,2005702.0,2005702.0,,Optimism,peggedUSD,
2024-02-18,2182942.0,2182942.0,2182942.0,,Optimism,peggedUSD,
2024-02-19,2269046.0,2269046.0,2269046.0,,Optimism,peggedUSD,
2024-02-20,2289046.0,2289046.0,2289046.0,,Optimism,peggedUSD,
2024-02-21,2591066.0,2591066.0,2591066.0,,Optimism,peggedUSD,
2024-02-22,2591066.0,2591066.0,2591066.0,,Optimism,peggedUSD,
2024-02-23,2591066.0,2591066.0,2591066.0,,Optimism,peggedUSD,
2024-02-24,3432313.0,3432313.0,3432313.0,,Optimism,peggedUSD,
2024-02-25,3635652.0,3635652.0,3635652.0,,Optimism,peggedUSD,
2024-02-26,3635652.0,3635652.0,3635652.0,,Optimism,peggedUSD,
2024-02-27,3635652.0,3635652.0,3635652.0,,Optimism,peggedUSD,
2024-02-28,3655652.0,3655652.0,3655652.0,,Optimism,peggedUSD,
2024-02-29,4207654.0,4207654.0,4207654.0,,Optimism,peggedUSD,
2024-03-01,4334324.0,4334324.0,4334324.0,,Optimism,peggedUSD,
2024-03-02,4525572.0,4525572.0,4525572.0,,Optimism,peggedUSD,
2024-03-03,4525572.0,4525572.0,4525572.0,,Optimism,peggedUSD,
2024-03-04,4525572.0,4525572.0,4525572.0,,Optimism,peggedUSD,
2024-03-05,4525572.0,4525572.0,4525572.0,,Optimism,peggedUSD,
2024-03-06,4368914.0,4368914.0,4368914.0,,Optimism,peggedUSD,
2024-03-07,3729453.0,3729453.0,3729453.0,,Optimism,peggedUSD,
2024-03-08,3706160.0,3706160.0,3706160.0,,Optimism,peggedUSD,
2024-03-09,3270840.0,3270840.0,3270840.0,,Optimism,peggedUSD,
2024-03-10,3270840.0,3270840.0,3270840.0,,Optimism,peggedUSD,
2024-03-11,3270840.0,3270840.0,3270840.0,,Optimism,peggedUSD,
2024-03-12,3270840.0,3270840.0,3270840.0,,Optimism,peggedUSD,
2024-03-13,3204580.0,3204580.0,3204580.0,,Optimism,peggedUSD,
2024-03-14,2762996.0,2762996.0,2762996.0,,Optimism,peggedUSD,
2024-03-15,2762996.0,2762996.0,2762996.0,,Optimism,peggedUSD,
2024-03-16,2535993.0,2535993.0,2535993.0,,Optimism,peggedUSD,
2024-03-17,2535993.0,2535993.0,2535993.0,,Optimism,peggedUSD,
2024-03-18,2535993.0,2535993.0,2535993.0,,Optimism,peggedUSD,
2024-03-19,2535993.0,2535993.0,2535993.0,,Optimism,peggedUSD,
2024-03-20,2129599.0,2129599.0,2129599.0,,Optimism,peggedUSD,
2024-03-21,1709326.0,1709326.0,1709326.0,,Optimism,peggedUSD,
2024-03-22,1709326.0,1709326.0,1709326.0,,Optimism,peggedUSD,
2024-03-23,1709326.0,1709326.0,1709326.0,,Optimism,peggedUSD,
2024-03-24,1709326.0,1709326.0,1709326.0,,Optimism,peggedUSD,
2024-03-25,1709326.0,1709326.0,1709326.0,,Optimism,peggedUSD,
2024-03-26,1709326.0,1709326.0,1709326.0,,Optimism,peggedUSD,
2024-03-27,1910000.0,1910000.0,1910000.0,,Optimism,peggedUSD,
2024-03-28,1910000.0,1910000.0,1910000.0,,Optimism,peggedUSD,
2024-03-29,1597676.0,1597676.0,1597676.0,,Optimism,peggedUSD,
2024-03-30,1522038.0,1522038.0,1522038.0,,Optimism,peggedUSD,
2024-03-31,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-01,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-02,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-03,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-04,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-05,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-06,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-07,1593628.0,1593628.0,1593628.0,,Optimism,peggedUSD,
2024-04-08,1603628.0,1603628.0,1603628.0,,Optimism,peggedUSD,
2024-04-09,1744510.0,1744510.0,1744510.0,,Optimism,peggedUSD,
2024-04-10,1744510.0,1744510.0,1744510.0,,Optimism,peggedUSD,
2024-04-11,1744510.0,1744510.0,1744510.0,,Optimism,peggedUSD,
2024-04-12,2047022.0,2047022.0,2047022.0,,Optimism,peggedUSD,
2024-04-13,2047022.0,2047022.0,2047022.0,,Optimism,peggedUSD,
2024-04-14,2047022.0,2047022.0,2047022.0,,Optimism,peggedUSD,
2024-04-15,2047022.0,2047022.0,2047022.0,,Optimism,peggedUSD,
2024-04-16,1985460.0,1985460.0,1985460.0,,Optimism,peggedUSD,
2024-04-17,1907067.0,1907067.0,1907067.0,,Optimism,peggedUSD,
2024-04-18,1777678.0,1777678.0,1777678.0,,Optimism,peggedUSD,
2024-04-19,1777678.0,1777678.0,1777678.0,,Optimism,peggedUSD,
2024-04-20,1777678.0,1777678.0,1777678.0,,Optimism,peggedUSD,
2024-04-21,1809757.0,1809757.0,1809757.0,,Optimism,peggedUSD,
2024-04-22,1865379.0,1865379.0,1865379.0,,Optimism,peggedUSD,
2024-04-23,1865379.0,1865379.0,1865379.0,,Optimism,peggedUSD,
2024-04-24,2228103.0,2228103.0,2228103.0,,Optimism,peggedUSD,
2024-04-25,2228103.0,2228103.0,2228103.0,,Optimism,peggedUSD,
2024-04-26,2745676.0,2745676.0,2745676.0,,Optimism,peggedUSD,
2024-04-27,3363966.0,3363966.0,3363966.0,,Optimism,peggedUSD,
2024-04-28,3414963.0,3414963.0,3414963.0,,Optimism,peggedUSD,
2024-04-29,3414963.0,3414963.0,3414963.0,,Optimism,peggedUSD,
2024-04-30,3414963.0,3414963.0,3414963.0,,Optimism,peggedUSD,
2024-05-01,3414963.0,3414963.0,3414963.0,,Optimism,peggedUSD,
2024-05-02,3979456.0,3979456.0,3979456.0,,Optimism,peggedUSD,
2024-05-03,4013156.0,4013156.0,4013156.0,,Optimism,peggedUSD,
2024-05-04,4363533.0,4363533.0,4363533.0,,Optimism,peggedUSD,
2024-05-05,4563864.0,4563864.0,4563864.0,,Optimism,peggedUSD,
2024-05-06,4759219.0,4759219.0,4759219.0,,Optimism,peggedUSD,
2024-05-07,4762552.0,4762552.0,4762552.0,,Optimism,peggedUSD,
2024-05-08,4774552.0,4774552.0,4774552.0,,Optimism,peggedUSD,
2024-05-09,4775541.0,4775541.0,4775541.0,,Optimism,peggedUSD,
2024-05-10,4792891.0,4792891.0,4792891.0,,Optimism,peggedUSD,
2024-05-11,4792891.0,4792891.0,4792891.0,,Optimism,peggedUSD,
2024-05-12,5014510.0,5014510.0,5014510.0,,Optimism,peggedUSD,
2024-05-13,5014510.0,5014510.0,5014510.0,,Optimism,peggedUSD,
2024-05-14,5014510.0,5014510.0,5014510.0,,Optimism,peggedUSD,
2024-05-15,5014510.0,5014510.0,5014510.0,,Optimism,peggedUSD,
2024-05-16,5014510.0,5014510.0,5014510.0,,Optimism,peggedUSD,
2024-05-17,5014510.0,5014510.0,5014510.0,,Optimism,peggedUSD,
2024-05-18,5016950.0,5016950.0,5016950.0,,Optimism,peggedUSD,
2024-05-19,5144959.0,5144959.0,5144959.0,,Optimism,peggedUSD,
2024-05-20,5144959.0,5144959.0,5144959.0,,Optimism,peggedUSD,
2024-05-21,5345406.0,5345406.0,5345406.0,,Optimism,peggedUSD,
2024-05-22,5545742.0,5545742.0,5545742.0,,Optimism,peggedUSD,
2024-05-23,5230501.0,5230501.0,5230501.0,,Optimism,peggedUSD,
2024-05-24,5330787.0,5330787.0,5330787.0,,Optimism,peggedUSD,
2024-05-25,5330787.0,5330787.0,5330787.0,,Optimism,peggedUSD,
2024-05-26,5330787.0,5330787.0,5330787.0,,Optimism,peggedUSD,
2024-05-27,5481277.0,5481277.0,5481277.0,,Optimism,peggedUSD,
2024-05-28,5481277.0,5481277.0,5481277.0,,Optimism,peggedUSD,
2024-05-29,5481277.0,5481277.0,5481277.0,,Optimism,peggedUSD,
2024-05-30,5481277.0,5481277.0,5481277.0,,Optimism,peggedUSD,
2024-05-31,5481277.0,5481277.0,5481277.0,,Optimism,peggedUSD,
2024-06-01,5535889.0,5535889.0,5535889.0,,Optimism,peggedUSD,
2024-06-02,5535889.0,5535889.0,5535889.0,,Optimism,peggedUSD,
2024-06-03,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-04,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-05,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-06,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-07,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-08,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-09,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-10,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-11,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-12,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-13,5537139.0,5537139.0,5537139.0,,Optimism,peggedUSD,
2024-06-14,5310581.0,5310581.0,5310581.0,,Optimism,peggedUSD,
2024-06-15,5310581.0,5310581.0,5310581.0,,Optimism,peggedUSD,
2024-06-16,5382581.0,5382581.0,5382581.0,,Optimism,peggedUSD,
2024-06-17,5140085.0,5140085.0,5140085.0,,Optimism,peggedUSD,
2024-06-18,5061154.0,5061154.0,5061154.0,,Optimism,peggedUSD,
2024-06-19,3936688.0,3936688.0,3936688.0,,Optimism,peggedUSD,
2024-06-20,3346670.0,3346670.0,3346670.0,,Optimism,peggedUSD,
2024-06-21,3267882.0,3267882.0,3267882.0,,Optimism,peggedUSD,
2024-06-22,2951632.0,2951632.0,2951632.0,,Optimism,peggedUSD,
2024-06-23,2681663.0,2681663.0,2681663.0,,Optimism,peggedUSD,
2024-06-24,2604840.0,2604840.0,2604840.0,,Optimism,peggedUSD,
2024-06-25,2566406.0,2566406.0,2566406.0,,Optimism,peggedUSD,
2024-06-26,2484880.0,2484880.0,2484880.0,,Optimism,peggedUSD,
2024-06-27,2265557.0,2265557.0,2265557.0,,Optimism,peggedUSD,
2024-06-28,2216855.0,2216855.0,2216855.0,,Optimism,peggedUSD,
2024-06-29,2182053.0,2182053.0,2182053.0,,Optimism,peggedUSD,
2024-06-30,2182053.0,2182053.0,2182053.0,,Optimism,peggedUSD,
2024-07-01,2182053.0,2182053.0,2182053.0,,Optimism,peggedUSD,
2024-07-02,2182053.0,2182053.0,2182053.0,,Optimism,peggedUSD,
2024-07-03,2187676.0,2187676.0,2187676.0,,Optimism,peggedUSD,
2024-07-04,2187676.0,2187676.0,2187676.0,,Optimism,peggedUSD,
2024-07-05,2475910.0,2475910.0,2475910.0,,Optimism,peggedUSD,
2024-07-06,2557080.0,2557080.0,2557080.0,,Optimism,peggedUSD,
2024-07-07,2531434.0,2531434.0,2531434.0,,Optimism,peggedUSD,
2024-07-08,2576879.0,2576879.0,2576879.0,,Optimism,peggedUSD,
2024-07-09,2471357.0,2471357.0,2471357.0,,Optimism,peggedUSD,
2024-07-10,2471357.0,2471357.0,2471357.0,,Optimism,peggedUSD,
2024-07-11,2623337.0,2623337.0,2623337.0,,Optimism,peggedUSD,
2024-07-12,2885611.0,2885611.0,2885611.0,,Optimism,peggedUSD,
2024-07-13,3370995.0,3370995.0,3370995.0,,Optimism,peggedUSD,
2024-07-14,3384092.0,3384092.0,3384092.0,,Optimism,peggedUSD,
2024-07-15,3410685.0,3410685.0,3410685.0,,Optimism,peggedUSD,
2024-07-16,3636000.0,3636000.0,3636000.0,,Optimism,peggedUSD,
2024-07-17,3653421.0,3653421.0,3653421.0,,Optimism,peggedUSD,
2024-07-18,3653421.0,3653421.0,3653421.0,,Optimism,peggedUSD,
2024-07-19,3653421.0,3653421.0,3653421.0,,Optimism,peggedUSD,
2024-07-20,3653421.0,3653421.0,3653421.0,,Optimism,peggedUSD,
2024-07-21,3698990.0,3698990.0,3698990.0,,Optimism,peggedUSD,
2024-07-22,3737920.0,3737920.0,3737920.0,,Optimism,peggedUSD,
2024-07-23,3803573.0,3803573.0,3803573.0,,Optimism,peggedUSD,
2024-07-24,3796686.0,3796686.0,3796686.0,,Optimism,peggedUSD,
2024-07-25,3796686.0,3796686.0,3796686.0,,Optimism,peggedUSD,
2024-07-26,3750012.0,3750012.0,3750012.0,,Optimism,peggedUSD,
2024-07-27,3750012.0,3750012.0,3750012.0,,Optimism,peggedUSD,
2024-07-28,3766105.0,3766105.0,3766105.0,,Optimism,peggedUSD,
2024-07-29,3766105.0,3766105.0,3766105.0,,Optimism,peggedUSD,
2024-07-30,3776650.0,3776650.0,3776650.0,,Optimism,peggedUSD,
2024-07-31,3876650.0,3876650.0,3876650.0,,Optimism,peggedUSD,
2024-08-01,3850623.0,3850623.0,3850623.0,,Optimism,peggedUSD,
2024-08-02,3752094.0,3752094.0,3752094.0,,Optimism,peggedUSD,
2024-08-03,3725845.0,3725845.0,3725845.0,,Optimism,peggedUSD,
2024-08-04,3619409.0,3619409.0,3619409.0,,Optimism,peggedUSD,
2024-08-05,3557724.0,3557724.0,3557724.0,,Optimism,peggedUSD,
2024-08-06,3325835.0,3325835.0,3325835.0,,Optimism,peggedUSD,
2024-08-07,3325835.0,3325835.0,3325835.0,,Optimism,peggedUSD,
2024-08-08,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-09,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-10,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-11,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-12,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-13,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-14,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-15,3305373.0,3305373.0,3305373.0,,Optimism,peggedUSD,
2024-08-16,2670913.0,2670913.0,2670913.0,,Optimism,peggedUSD,
2024-08-17,2984813.0,2984813.0,2984813.0,,Optimism,peggedUSD,
2024-08-18,3339562.0,3339562.0,3339562.0,,Optimism,peggedUSD,
2024-08-19,3339562.0,3339562.0,3339562.0,,Optimism,peggedUSD,
2024-08-20,3359562.0,3359562.0,3359562.0,,Optimism,peggedUSD,
2024-08-21,3390836.0,3390836.0,3390836.0,,Optimism,peggedUSD,
2024-08-22,3480850.0,3480850.0,3480850.0,,Optimism,peggedUSD,
2024-08-23,3914067.0,3914067.0,3914067.0,,Optimism,peggedUSD,
2024-08-24,4138178.0,4138178.0,4138178.0,,Optimism,peggedUSD,
2024-08-25,4250338.0,4250338.0,4250338.0,,Optimism,peggedUSD,
2024-08-26,4250338.0,4250338.0,4250338.0,,Optimism,peggedUSD,
2024-08-27,4250338.0,4250338.0,4250338.0,,Optimism,peggedUSD,
2024-08-28,4250338.0,4250338.0,4250338.0,,Optimism,peggedUSD,
2024-08-29,4250338.0,4250338.0,4250338.0,,Optimism,peggedUSD,
2024-08-30,4250338.0,4250338.0,4250338.0,,Optimism,peggedUSD,
2024-08-31,4250467.0,4250467.0,4250467.0,,Optimism,peggedUSD,
2024-09-01,4250467.0,4250467.0,4250467.0,,Optimism,peggedUSD,
2024-09-02,4141903.0,4141903.0,4141903.0,,Optimism,peggedUSD,
2024-09-03,4141903.0,4141903.0,4141903.0,,Optimism,peggedUSD,
2024-09-04,4141903.0,4141903.0,4141903.0,,Optimism,peggedUSD,
2024-09-05,4141903.0,4141903.0,4141903.0,,Optimism,peggedUSD,
2024-09-06,4142921.0,4142921.0,4142921.0,,Optimism,peggedUSD,
2024-09-07,4143393.0,4143393.0,4143393.0,,Optimism,peggedUSD,
2024-09-08,4139811.0,4139811.0,4139811.0,,Optimism,peggedUSD,
2024-09-09,4245684.0,4245684.0,4245684.0,,Optimism,peggedUSD,
2024-09-10,4245684.0,4245684.0,4245684.0,,Optimism,peggedUSD,
2024-09-11,4245684.0,4245684.0,4245684.0,,Optimism,peggedUSD,
2024-09-12,4241028.0,4241028.0,4241028.0,,Optimism,peggedUSD,
2024-09-13,4241028.0,4241028.0,4241028.0,,Optimism,peggedUSD,
2024-09-14,4241028.0,4241028.0,4241028.0,,Optimism,peggedUSD,
2024-09-15,4299265.0,4299265.0,4299265.0,,Optimism,peggedUSD,
2024-09-16,4399558.0,4399558.0,4399558.0,,Optimism,peggedUSD,
2024-09-17,4399558.0,4399558.0,4399558.0,,Optimism,peggedUSD,
2024-09-18,4607801.0,4607801.0,4607801.0,,Optimism,peggedUSD,
2024-09-19,4607801.0,4607801.0,4607801.0,,Optimism,peggedUSD,
2024-09-20,4708126.0,4708126.0,4708126.0,,Optimism,peggedUSD,
2024-09-21,4704772.0,4704772.0,4704772.0,,Optimism,peggedUSD,
2024-09-22,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-23,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-24,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-25,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-26,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-27,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-28,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-29,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-09-30,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-10-01,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-10-02,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-10-03,4708354.0,4708354.0,4708354.0,,Optimism,peggedUSD,
2024-10-04,4490078.0,4490078.0,4490078.0,,Optimism,peggedUSD,
2024-10-05,4424802.0,4424802.0,4424802.0,,Optimism,peggedUSD,
2024-10-06,4170942.0,4170942.0,4170942.0,,Optimism,peggedUSD,
2024-10-07,3842481.0,3842481.0,3842481.0,,Optimism,peggedUSD,
2024-10-08,2722941.0,2722941.0,2722941.0,,Optimism,peggedUSD,
2024-10-09,2648751.0,2648751.0,2648751.0,,Optimism,peggedUSD,
2024-10-10,2276617.0,2276617.0,2276617.0,,Optimism,peggedUSD,
2024-10-11,2241872.0,2241872.0,2241872.0,,Optimism,peggedUSD,
2024-10-12,2130602.0,2130602.0,2130602.0,,Optimism,peggedUSD,
2024-10-13,1983138.0,1983138.0,1983138.0,,Optimism,peggedUSD,
2024-10-14,1983138.0,1983138.0,1983138.0,,Optimism,peggedUSD,
2024-10-15,1983138.0,1983138.0,1983138.0,,Optimism,peggedUSD,
2024-10-16,1983138.0,1983138.0,1983138.0,,Optimism,peggedUSD,
2024-10-17,1985833.0,1985833.0,1985833.0,,Optimism,peggedUSD,
2024-10-18,1985833.0,1985833.0,1985833.0,,Optimism,peggedUSD,
2024-10-19,1985833.0,1985833.0,1985833.0,,Optimism,peggedUSD,
2024-10-20,1817774.0,1817774.0,1817774.0,,Optimism,peggedUSD,
2024-10-21,1817774.0,1817774.0,1817774.0,,Optimism,peggedUSD,
2024-10-22,1817774.0,1817774.0,1817774.0,,Optimism,peggedUSD,
2024-10-23,1817774.0,1817774.0,1817774.0,,Optimism,peggedUSD,
2024-10-24,1748283.0,1748283.0,1748283.0,,Optimism,peggedUSD,
2024-10-25,1748283.0,1748283.0,1748283.0,,Optimism,peggedUSD,
2024-10-26,1748283.0,1748283.0,1748283.0,,Optimism,peggedUSD,
2024-10-27,1667945.0,1667945.0,1667945.0,,Optimism,peggedUSD,
2024-10-28,1667945.0,1667945.0,1667945.0,,Optimism,peggedUSD,
2024-10-29,1667969.0,1667969.0,1667969.0,,Optimism,peggedUSD,
2024-10-30,1667969.0,1667969.0,1667969.0,,Optimism,peggedUSD,
2024-10-31,1335216.0,1335216.0,1335216.0,,Optimism,peggedUSD,
2024-11-01,1172664.0,1172664.0,1172664.0,,Optimism,peggedUSD,
2024-11-02,1212746.0,1212746.0,1212746.0,,Optimism,peggedUSD,
2024-11-03,1212746.0,1212746.0,1212746.0,,Optimism,peggedUSD,
2024-11-04,1212746.0,1212746.0,1212746.0,,Optimism,peggedUSD,
2024-11-05,1212746.0,1212746.0,1212746.0,,Optimism,peggedUSD,
2024-11-06,1212746.0,1212746.0,1212746.0,,Optimism,peggedUSD,
2024-11-07,1212746.0,1212746.0,1212746.0,,Optimism,peggedUSD,
2024-11-08,1242955.0,1242955.0,1242955.0,,Optimism,peggedUSD,
2024-11-09,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-10,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-11,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-12,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-13,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-14,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-15,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-16,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-17,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-18,1242980.0,1242980.0,1242980.0,,Optimism,peggedUSD,
2024-11-19,1142780.0,1142780.0,1142780.0,,Optimism,peggedUSD,
2024-11-20,1142780.0,1142780.0,1142780.0,,Optimism,peggedUSD,
2024-11-21,1142780.0,1142780.0,1142780.0,,Optimism,peggedUSD,
2024-11-22,1142780.0,1142780.0,1142780.0,,Optimism,peggedUSD,
2024-11-23,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-11-24,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-11-25,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-11-26,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-11-27,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-11-28,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-11-29,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-11-30,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-12-01,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-12-02,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-12-03,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-12-04,1143814.0,1143814.0,1143814.0,,Optimism,peggedUSD,
2024-12-05,1303814.0,1303814.0,1303814.0,,Optimism,peggedUSD,
2024-12-06,1303814.0,1303814.0,1303814.0,,Optimism,peggedUSD,
2024-12-07,1404099.0,1404099.0,1404099.0,,Optimism,peggedUSD,
2024-12-08,1404099.0,1404099.0,1404099.0,,Optimism,peggedUSD,
2024-12-09,1404500.0,1404500.0,1404500.0,,Optimism,peggedUSD,
2024-12-10,1404500.0,1404500.0,1404500.0,,Optimism,peggedUSD,
2024-12-11,1404500.0,1404500.0,1404500.0,,Optimism,peggedUSD,
2024-12-12,1404500.0,1404500.0,1404500.0,,Optimism,peggedUSD,
2024-12-13,1404500.0,1404500.0,1404500.0,,Optimism,peggedUSD,
2024-12-14,1404500.0,1404500.0,1404500.0,,Optimism,peggedUSD,
2024-12-15,1424500.0,1424500.0,1424500.0,,Optimism,peggedUSD,
2024-12-16,1424500.0,1424500.0,1424500.0,,Optimism,peggedUSD,
2024-12-17,1424500.0,1424500.0,1424500.0,,Optimism,peggedUSD,
2024-12-18,1424500.0,1424500.0,1424500.0,,Optimism,peggedUSD,
2024-12-19,1424500.0,1424500.0,1424500.0,,Optimism,peggedUSD,
2024-12-20,1426450.0,1426450.0,1426450.0,,Optimism,peggedUSD,
2024-12-21,1426450.0,1426450.0,1426450.0,,Optimism,peggedUSD,
2024-12-22,1426450.0,1426450.0,1426450.0,,Optimism,peggedUSD,
2024-12-23,1426450.0,1426450.0,1426450.0,,Optimism,peggedUSD,
2024-12-24,1426450.0,1426450.0,1426450.0,,Optimism,peggedUSD,
2024-12-25,1426450.0,1426450.0,1426450.0,,Optimism,peggedUSD,
2024-12-26,1546733.0,1546733.0,1546733.0,,Optimism,peggedUSD,
2024-12-27,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2024-12-28,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2024-12-29,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2024-12-30,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2024-12-31,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-01,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-02,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-03,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-04,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-05,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-06,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-07,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-08,1551396.0,1551396.0,1551396.0,,Optimism,peggedUSD,
2025-01-09,1501066.0,1501066.0,1501066.0,,Optimism,peggedUSD,
2025-01-10,1460768.0,1460768.0,1460768.0,,Optimism,peggedUSD,
2025-01-11,1460768.0,1460768.0,1460768.0,,Optimism,peggedUSD,
2025-01-12,1460768.0,1460768.0,1460768.0,,Optimism,peggedUSD,
2025-01-13,1460768.0,1460768.0,1460768.0,,Optimism,peggedUSD,
2025-01-14,1460768.0,1460768.0,1460768.0,,Optimism,peggedUSD,
2025-01-15,1410508.0,1410508.0,1410508.0,,Optimism,peggedUSD,
2025-01-16,1410508.0,1410508.0,1410508.0,,Optimism,peggedUSD,
2025-01-17,1410508.0,1410508.0,1410508.0,,Optimism,peggedUSD,
2025-01-18,1410508.0,1410508.0,1410508.0,,Optimism,peggedUSD,
2025-01-19,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-20,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-21,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-22,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-23,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-24,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-25,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-26,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-27,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-28,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-29,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-30,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-01-31,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-02-01,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-02-02,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
2025-02-03,1425508.0,1425508.0,1425508.0,,Optimism,peggedUSD,
